gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0 _phi_ci95l,resid_10p0 _phi,resid_10p0 _phi_ci95u,resid_10p0 _tau_ci95l,resid_10p0 _tau,resid_10p0 _tau_ci95u,resid_10p0 _intra,resid_10p0 _inter
857,4.17,3,70.89,736132.8,-0.76149,-1.00914,-0.68499,-1.08715,-1.13614,-1.282,-0.53569,0.34466,0.60812,0.2536,-0.0931,796,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.435722781023844,-0.265922156727932
858,4.17,3,59.03,736132.8,-0.6324,0.73257,-0.11209,-0.22662,-0.23821,-0.43332,-0.32546,0.45889,0.8204,0.78506,0.46977,580,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.127147218976156,-0.265922156727932
860,4.17,3,90.95,736132.8,-1.17922,-0.48827,0.005,0.29476,0.27604,0.04937,0.12298,0.54253,1.13465,1.10887,0.63317,525,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.290547218976156,-0.265922156727932
861,4.17,3,115.27,736132.8,-0.32698,-0.14503,-0.80018,-0.80054,-0.94991,-0.57107,-0.19217,0.65957,0.83571,0.65758,-0.0849,578,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.427522781023844,-0.265922156727932
881,4.17,3,80.51,736132.8,-0.07499,-0.41159,-0.46828,-0.30174,-0.2796,-0.35005,-0.04248,0.75777,1.01797,0.845,0.38609,502,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0434672189761556,-0.265922156727932
882,4.17,3,55.21,736132.8,-0.99121,-0.7754,-0.5678,-0.63005,-0.51446,-0.82912,-0.3438,0.59983,0.57495,0.5182,0.00922,630,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.333402781023844,-0.265922156727932
883,4.17,3,77.43,736132.8,-0.20778,-0.208,-0.08653,-0.34808,-0.20617,-0.48477,-0.53706,0.19325,0.6168,0.73813,0.42291,448,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0802872189761556,-0.265922156727932
885,4.17,3,84.06,736132.8,-0.77687,0.63621,0.07597,0.37141,0.13394,0.48576,0.20754,0.72751,1.12909,1.13004,0.9609,500,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.618277218976156,-0.265922156727932
890,4.17,3,259.25,736132.8,-1.25948,-0.52807,0.10662,0.20316,0.70298,0.45163,0.03465,0.14657,0.44515,0.6101,0.43072,666,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0880972189761556,-0.265922156727932
891,4.17,3,113.73,736132.8,-1.26002,-0.96917,-0.65051,-0.58819,-0.90171,-1.09097,-0.75302,0.44927,0.73043,0.69603,0.25981,989,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0828127810238444,-0.265922156727932
892,4.17,3,160.8,736132.8,-0.96014,0.0541,-0.01241,-0.41291,-0.39681,-0.54685,-0.5424,-0.50992,-0.40526,-0.2827,-0.26434,1016,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.606962781023844,-0.265922156727932
893,4.17,3,280.93,736132.8,-0.23378,-0.13996,-0.63309,-0.94502,-1.09929,-1.60786,-1.41866,-0.57421,-0.28235,-0.36208,-0.75899,670,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.10161278102384,-0.265922156727932
896,4.17,3,271.19,736132.8,-2.12508,-1.25167,-1.05831,-1.08029,-0.71675,-0.59558,-0.3519,-0.02879,0.21902,0.59726,0.50392,1073,736132.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.161297218976156,-0.265922156727932
941,4.4,4,178.33,736165.8,-0.49642,0.70699,0.8278,0.97012,1.00684,0.95439,0.51259,0.5877,0.79018,0.71756,0.71081,525,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.346262653659043,-0.24399759141082
942,4.4,4,192.23,736165.8,-0.24764,0.23887,0.51862,0.62712,0.49931,0.50662,0.56406,0.66318,0.5578,0.42489,0.28745,578,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0770973463409567,-0.24399759141082
944,4.4,4,28.72,736165.8,-1.34409,-1.05733,-1.63703,-1.48666,-1.61044,-0.26322,-1.03256,-0.74326,-0.97801,-0.81851,0.02144,337,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.343107346340957,-0.24399759141082
963,4.4,4,136.71,736165.8,-0.00159,0.21887,0.1355,0.31854,-0.02183,0.0265,0.08843,0.46758,0.41539,0.3244,-0.12142,630,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.485967346340957,-0.24399759141082
964,4.4,4,160.92,736165.8,0.0044,0.80669,0.6888,0.7875,0.7297,0.44104,0.23703,0.63544,0.64829,0.43393,0.31606,509,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0484873463409566,-0.24399759141082
967,4.4,4,180.1,736165.8,-0.9463,-0.2659,0.07214,0.00899,-0.07832,0.19244,-0.06681,0.55949,0.50141,0.24841,0.06518,666,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.299367346340957,-0.24399759141082
969,4.4,4,243.79,736165.8,-1.07997,0.17875,0.17586,-0.08718,0.49735,0.23428,0.23972,0.04147,-0.08571,-0.03264,-0.02768,1016,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.392227346340957,-0.24399759141082
971,4.4,4,251.98,736165.8,-0.95233,0.01966,0.40727,0.86868,0.67255,0.56326,0.62281,1.13165,0.62901,0.58088,0.2158,818,736165.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.148747346340957,-0.24399759141082
973,4.47,4,89.65,736172.8,-0.33031,1.32857,0.36838,0.06481,-0.40249,-0.33149,-0.10113,0.20984,0.86403,0.93921,0.60519,580,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.176187028594268,-0.179541966346044
975,4.47,4,92.31,736172.8,-0.39949,-0.89017,-1.17925,-1.63625,-1.54179,-1.51623,-1.18653,-0.28944,-0.30604,-0.33621,0.73067,337,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.301667028594268,-0.179541966346044
988,4.47,4,227.15,736172.8,-1.20336,-0.39656,-0.25841,-0.45663,-0.24746,-0.1518,0.42019,0.6019,0.31893,0.20697,0.41386,764,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0151429714057323,-0.179541966346044
994,4.47,4,26.55,736172.8,-1.09179,-0.99347,-1.0115,-1.1055,-1.06623,-0.63534,-0.46846,-0.11273,-0.14845,-0.13699,0.15075,630,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.278252971405732,-0.179541966346044
1000,4.47,4,80.42,736172.8,-0.13578,0.35424,-0.20665,-0.07727,-0.1451,-0.55882,-0.42669,0.16592,0.34917,0.42483,0.35009,503,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0789129714057323,-0.179541966346044
1001,4.47,4,286.15,736172.8,-1.01727,-0.50563,-0.30002,-0.38541,-0.23454,-0.64473,-0.31413,0.13767,0.44161,0.42694,-0.06119,666,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.490192971405732,-0.179541966346044
1002,4.47,4,138.79,736172.8,-0.99641,-0.37391,-0.41993,-0.10294,0.09187,-0.20318,-0.50357,0.07467,0.18771,0.22064,-0.15002,989,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.579022971405732,-0.179541966346044
1003,4.47,4,290.28,736172.8,0.4681,0.51541,0.53472,0.01387,0.10659,-0.12374,-0.09401,-0.23694,0.03052,0.07774,0.16223,670,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.266772971405732,-0.179541966346044
1005,4.47,4,158.27,736172.8,-0.64649,-0.3284,0.19701,-0.24478,0.08229,0.19062,0.8395,0.45932,1.25002,1.3968,1.20958,818,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.780577028594268,-0.179541966346044
1006,4.47,4,255.04,736172.8,-1.86525,-0.95909,-0.81397,-0.70829,-0.70729,0.31104,0.05384,0.06471,0.43117,0.65825,0.55421,1073,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.125207028594268,-0.179541966346044
1007,4.47,4,299.2,736172.8,-0.81782,-0.97317,-0.89352,-0.83043,-0.70772,-0.51172,-0.92628,-0.5647,-0.62696,-0.68328,-0.31237,875,736172.8,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.741372971405732,-0.179541966346044
1046,3.99,3,131.51,736190.9,-0.10011,-0.10793,0.04408,-0.22785,-0.39943,0.21291,1.27167,1.1659,1.0021,0.82279,0.95979,796,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0521420132255348,0.299103049022689
1048,3.99,3,278.4,736190.9,-0.93283,0.14308,0.44154,0.69398,1.19031,1.29612,1.30945,1.65167,1.8344,1.68278,1.35097,439,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.443322013225535,0.299103049022689
1052,3.99,3,14.3,736190.9,-0.73515,-0.50937,-0.67595,-0.75108,-0.73024,-0.45905,-0.07155,-0.24451,-0.0103,0.49012,2.07583,337,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.16818201322553,0.299103049022689
1064,3.99,3,273.03,736190.9,-1.06846,0.71921,0.57725,0.97125,1.30663,1.32885,1.20393,1.2693,1.73767,1.83171,1.30864,697,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.400992013225535,0.299103049022689
1070,3.99,3,118.94,736190.9,-0.28351,0.21376,-0.10938,-0.44963,-0.13972,0.86919,1.19025,1.40422,1.15605,0.78481,0.77732,630,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.130327986774465,0.299103049022689
1077,3.99,3,194.28,736190.9,-0.20295,0.31189,0.96979,1.53576,1.63793,1.43808,1.13817,1.30261,1.24183,1.24587,1.35711,666,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.449462013225535,0.299103049022689
1078,3.99,3,114.93,736190.9,-0.58275,0.48692,0.0185,-0.12246,-0.19381,0.08103,0.49725,0.96447,1.00002,0.92941,0.55078,989,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.356867986774465,0.299103049022689
1079,3.99,3,206.7,736190.9,-0.60301,0.71815,0.54264,0.45368,0.58589,0.93641,1.501,1.24887,1.48246,1.37135,1.31555,1016,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.407902013225535,0.299103049022689
1080,3.99,3,118.31,736190.9,-0.69696,-0.57276,-0.63272,-0.57949,-0.25332,0.17694,0.7693,0.36338,0.44359,0.49099,0.24877,700,736190.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.658877986774465,0.299103049022689
1087,3.99,4,116.33,736225.5,-0.6198,0.34902,0.80698,0.17835,0.00334,0.46447,1.31524,2.20187,1.93833,1.69364,1.14004,493,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.326279130751198,0.205215931497025
1088,3.99,4,97.86,736225.5,-0.3433,0.06957,-0.43933,-0.10653,0.13492,0.46204,1.02911,1.96802,2.09884,1.81154,1.1588,578,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.345039130751198,0.205215931497025
1090,3.99,4,261.97,736225.5,1.37366,0.65272,0.14975,-0.48407,-0.53959,-0.47219,0.2213,0.56718,1.06351,1.01994,0.91571,1015,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.101949130751198,0.205215931497025
1112,3.99,4,60.34,736225.5,-0.55382,-0.38174,-0.50582,0.36475,0.58622,1.32697,1.58591,2.39249,2.32844,2.21837,1.80287,630,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.989109130751198,0.205215931497025
1116,3.99,4,86.17,736225.5,-0.85585,0.03254,-0.27828,-0.04998,0.29798,1.40182,1.58469,2.74842,2.66119,2.36974,1.67419,378,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.860429130751198,0.205215931497025
1118,3.99,4,21.86,736225.5,-1.30832,-0.93534,-0.42531,-0.86809,-1.0379,-0.78036,-0.08305,0.086,0.10111,-0.02141,-0.03719,503,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.850950869248802,0.205215931497025
1120,3.99,4,94.99,736225.5,-1.5729,-0.98948,-0.87982,-1.29397,-1.48249,-1.00437,-0.01183,0.5813,0.66087,0.62713,0.17895,1016,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.634810869248802,0.205215931497025
1122,3.99,4,290.53,736225.5,-1.95124,-1.37182,-1.08708,-1.41448,-1.42331,-0.67764,-0.37748,0.42107,0.70174,0.61717,0.30469,512,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.509070869248802,0.205215931497025
1125,3.99,4,206.57,736225.5,-1.74597,-0.61697,-0.40694,-0.74349,-0.73726,0.05154,0.41292,0.38635,1.32265,1.56088,1.40426,1073,736225.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.590499130751198,0.205215931497025
1130,4.33,3,167.78,736247.4,0.02699,1.26752,0.74116,0.55936,0.37813,-0.2087,0.33956,0.68275,0.61441,0.55967,0.10983,578,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.314362300579472,-0.184352637172304
1147,4.33,3,67.77,736247.4,0.00505,0.00011,-0.59849,-0.66606,-0.3338,-0.88439,0.11592,0.89507,0.91716,0.6069,0.52813,374,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.103937699420528,-0.184352637172304
1154,4.33,3,109.41,736247.4,-0.06957,0.14875,-0.22304,0.08078,0.31507,0.64144,0.71558,1.07195,0.92875,0.57177,0.70617,630,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.281977699420528,-0.184352637172304
1155,4.33,3,133.14,736247.4,0.77683,1.16618,0.83359,0.86556,0.626,0.14211,-0.09764,0.81995,0.89684,0.7467,0.55907,448,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.134877699420528,-0.184352637172304
1160,4.33,3,149.66,736247.4,-1.11808,-0.1076,-0.12959,-0.01,0.07231,0.08528,0.38363,0.73969,0.6445,0.5095,-0.01513,378,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.439322300579472,-0.184352637172304
1162,4.33,3,202.95,736247.4,-0.66453,0.64697,0.26991,0.39157,0.06165,0.55728,0.47224,0.67286,0.48671,0.24686,0.26331,666,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.160882300579472,-0.184352637172304
1164,4.33,3,104.16,736247.4,-0.53849,-0.44919,-0.78732,-0.90719,-0.66045,0.01084,0.41546,0.38276,0.29631,0.21851,-0.27663,700,736247.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.700822300579472,-0.184352637172304
1168,4.21,3,104.74,736247.9,1.01899,1.24108,1.14146,0.53779,0.44214,0.75476,1.03717,2.02751,2.02823,1.83245,1.17657,664,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.698028101410911,-0.130003039162688
1169,4.21,3,54.5,736247.9,-1.23879,-0.40706,-0.37911,-0.06897,0.19021,0.59032,0.90984,1.1541,1.02973,0.70249,0.38694,525,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.091601898589089,-0.130003039162688
1170,4.21,3,117.88,736247.9,-0.7227,0.01712,0.36568,-0.09515,0.02738,-0.34692,0.74132,1.65163,1.32833,1.00958,0.45877,493,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.019771898589089,-0.130003039162688
